"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Edmundo Sosa","Cardinals","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".239",".276",".353",".628",".267","0.0","0.0","0.0","17022"
"Blake Swihart","Diamondbacks","8","33","30","6","1","0","1","4","3","3","10","0","0","0",".214",".279",".337",".616",".267","0.0","0.1","-0.1","13176"
"Charlie Tilson","White Sox","15","61","56","14","2","0","1","6","5","4","13","1","2","1",".241",".294",".317",".611",".267","-0.2","0.1","-0.1","12983"
"Luis Torrens","Padres","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".228",".280",".338",".618",".267","0.0","0.0","0.0","15905"
"Adolis Garcia","Cardinals","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".219",".252",".381",".633",".266","0.0","0.0","0.0","19287"
"Braden Bishop","Mariners","11","48","43","10","2","0","1","5","4","3","11","1","1","0",".229",".287",".320",".607",".266","0.4","0.0","0.0","17806"
"Anthony Alford","Blue Jays","2","10","9","2","0","0","0","1","1","1","3","0","0","0",".214",".283",".323",".605",".265","0.0","0.0","0.0","14329"
"Sandy Leon","Red Sox","15","62","56","12","2","0","1","6","6","4","16","1","0","0",".218",".276",".337",".613",".265","0.3","-0.1","0.1","5273"
"Grayson Greiner","Tigers","12","49","44","9","2","0","1","5","5","4","14","0","0","0",".207",".277",".332",".609",".264","0.2","0.0","0.0","17062"
"Oscar Hernandez","Red Sox","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".215",".269",".346",".616",".264","0.0","0.0","0.0","13490"
"Tyrone Taylor","Brewers","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".219",".265",".355",".620",".264","0.0","0.0","0.0","sa657979"
"Harold Castro","Tigers","34","143","135","35","5","1","1","13","11","4","28","1","2","1",".255",".279",".337",".617",".264","0.5","-0.2","-0.2","14691"
"Juan Lagares","Mets","25","103","94","22","4","1","1","10","9","6","24","1","2","1",".231",".285",".333",".618",".264","0.2","0.1","-0.1","5384"
"Adam Engel","White Sox","23","97","88","19","4","1","2","10","8","6","29","2","3","1",".213",".273",".338",".611",".264","0.3","0.3","0.0","15082"
"Seby Zavala","White Sox","5","19","18","4","1","0","1","2","2","1","7","0","0","0",".208",".263",".355",".618",".264","-0.1","0.0","0.0","18887"
"Caleb Joseph","Diamondbacks","2","9","9","2","0","0","0","1","1","0","2","0","0","0",".222",".267",".350",".617",".264","0.1","0.0","0.0","7087"
"Bubba Starling","Royals","26","109","101","22","5","0","2","11","10","6","32","1","2","1",".221",".269",".345",".615",".264","0.5","0.0","-0.1","13356"
"Ryan Court","Mariners","10","42","37","8","2","0","1","4","4","4","15","0","0","0",".206",".283",".319",".601",".263","-0.2","0.0","-0.1","12268"
"Jose Briceno","","1","6","5","1","0","0","0","1","1","0","1","0","0","0",".217",".257",".364",".621",".263","0.0","0.0","0.0","13151"
"Aramis Garcia","Giants","7","30","28","6","1","0","1","3","3","2","10","0","0","0",".212",".260",".352",".612",".261","0.1","0.0","0.0","16925"
"Jesus Sucre","Orioles","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".238",".282",".322",".604",".261","0.0","0.0","0.0","5942"
"Ian Miller","Mariners","3","12","11","2","0","0","0","1","1","1","3","0","1","0",".228",".283",".313",".596",".259","0.0","0.0","0.0","sa738894"
"Isaac Galloway","Marlins","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".219",".264",".342",".606",".259","0.0","0.0","0.0","5238"
"Anthony Bemboom","Angels","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".212",".282",".310",".592",".259","0.0","0.0","0.0","13854"
"Richard Urena","Blue Jays","4","16","15","3","1","0","0","1","1","1","4","0","0","0",".232",".266",".340",".605",".258","0.0","0.0","0.0","16411"
"Juan Graterol","Reds","1","4","4","1","0","0","0","0","0","0","0","0","0","0",".247",".276",".316",".593",".256","0.0","0.0","0.0","5398"
"Tomas Nido","Mets","12","52","49","11","2","0","1","4","5","2","12","0","0","0",".222",".257",".340",".597",".254","-0.2","0.0","0.0","13755"
"Jose Trevino","Rangers","22","93","88","20","4","0","2","9","8","4","15","0","0","0",".227",".261",".327",".588",".252","0.8","-0.1","-0.1","16725"
"Humberto Arteaga","Royals","5","20","19","5","1","0","0","2","1","1","3","0","0","0",".241",".270",".311",".581",".251","0.2","0.0","0.0","13595"
"Luke Maile","Blue Jays","6","25","23","5","1","0","0","2","2","2","6","0","0","0",".201",".263",".315",".578",".251","0.1","0.0","0.0","13355"
"Steven Baron","Pirates","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".212",".273",".292",".565",".249","0.0","0.0","0.0","9787"
"Deven Marrero","Marlins","5","23","21","4","1","0","0","2","2","2","7","0","0","0",".206",".260",".309",".570",".247","-0.3","0.0","-0.1","13325"
"Eric Stamets","Indians","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".194",".257",".310",".566",".246","0.0","0.0","0.0","13795"
"Terrance Gore","Yankees","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".208",".277",".260",".536",".241","0.0","0.0","0.0","13658"
"Jeff Mathis","Rangers","22","91","83","16","4","0","1","8","7","6","29","0","0","0",".194",".255",".286",".540",".236","0.1","-0.2","-0.1","3448"
"Bobby Wilson","Tigers","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".192",".247",".297",".544",".236","0.0","0.0","0.0","6564"
"Wilkin Castillo","Marlins","1","6","5","1","0","0","0","0","0","0","1","0","0","0",".205",".245",".299",".544",".234","0.0","0.0","0.0","5124"
"Yadiel Rivera","Marlins","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".200",".253",".283",".536",".234","0.0","0.0","0.0","11863"
"Arquimedes Gamboa","Phillies","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".186",".263",".257",".520",".233","0.0","0.0","0.0","sa877497"
