"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Ryan Goins","White Sox","11","46","42","9","2","0","1","4","4","3","12","0","0","0",".221",".281",".337",".618",".267","-0.1","0.0","0.0","9807"
"Sergio Alcantara","Tigers","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".237",".298",".307",".605",".267","0.0","0.0","0.0","sa739641"
"Adolis Garcia","Cardinals","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".219",".252",".383",".635",".266","0.0","0.0","0.0","19287"
"Richie Martin Jr.","Orioles","41","174","158","36","6","2","2","16","13","11","41","2","5","2",".225",".283",".332",".615",".266","-0.7","0.0","-0.1","17736"
"Seby Zavala","White Sox","1","5","5","1","0","0","0","0","1","0","2","0","0","0",".210",".264",".358",".623",".266","0.0","0.0","0.0","18887"
"Sandy Leon","Red Sox","20","82","74","16","3","0","2","8","8","6","20","1","0","0",".219",".279",".336",".615",".266","0.5","-0.1","0.2","5273"
"Edmundo Sosa","Cardinals","1","5","5","1","0","0","0","1","0","0","1","0","0","0",".237",".274",".349",".623",".266","0.0","0.0","0.0","17022"
"Charlie Tilson","White Sox","27","112","102","24","4","1","1","10","8","7","23","1","3","1",".240",".293",".315",".608",".266","-0.3","0.1","-0.2","12983"
"Braden Bishop","Mariners","12","52","47","11","2","0","1","5","4","3","12","1","1","0",".229",".287",".320",".606",".265","0.4","0.0","0.0","17806"
"Blake Swihart","Diamondbacks","9","36","33","7","1","0","1","4","3","3","11","0","0","0",".213",".278",".332",".610",".265","0.0","0.1","-0.1","13176"
"Anthony Alford","Blue Jays","5","23","20","4","1","0","0","2","2","2","7","0","1","0",".213",".283",".322",".605",".265","0.1","0.0","0.0","14329"
"Grayson Greiner","Tigers","26","111","100","21","4","0","3","10","10","9","32","1","0","0",".207",".277",".332",".609",".265","0.4","0.0","0.1","17062"
"Adam Engel","White Sox","20","82","74","16","3","1","2","8","7","5","25","1","3","1",".214",".274",".338",".612",".265","0.1","0.2","0.0","15082"
"Harold Castro","Tigers","35","147","139","35","5","1","1","13","12","4","29","1","2","1",".255",".278",".340",".618",".264","0.8","-0.2","-0.2","14691"
"Tyrone Taylor","Brewers","2","10","9","2","0","0","0","1","1","1","2","0","0","0",".218",".265",".353",".618",".264","0.0","0.0","0.0","sa657979"
"Caleb Joseph","Diamondbacks","5","19","17","4","1","0","0","2","2","1","5","0","0","0",".222",".267",".350",".617",".264","0.1","0.0","0.0","7087"
"Kristopher Negron","Mariners","4","17","16","3","1","0","0","2","2","1","5","0","0","0",".212",".275",".333",".608",".264","0.0","0.0","0.0","5306"
"Oscar Hernandez","Red Sox","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".214",".270",".342",".611",".263","0.0","0.0","0.0","13490"
"Aramis Garcia","Giants","9","37","35","7","1","0","1","3","4","2","12","0","0","0",".213",".262",".356",".617",".263","0.1","0.0","0.0","16925"
"Derek Hill","Tigers","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".222",".271",".341",".613",".263","0.0","0.0","0.0","sa828670"
"Luis Torrens","Padres","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".225",".279",".329",".608",".263","0.0","0.0","0.0","15905"
"Jose Briceno","Angels","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".217",".257",".363",".620",".263","0.0","0.0","0.0","13151"
"Juan Lagares","Mets","18","74","68","16","3","0","1","8","6","4","17","1","2","1",".231",".282",".334",".616",".263","0.2","0.1","-0.1","5384"
"Jose Trevino","Rangers","2","7","7","2","0","0","0","1","1","0","1","0","0","0",".233",".273",".338",".611",".262","0.0","0.0","0.0","16725"
"Jesus Sucre","Orioles","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".237",".282",".321",".603",".261","0.0","0.0","0.0","5942"
"Isaac Galloway","Marlins","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".219",".264",".343",".607",".260","0.0","0.0","0.0","5238"
"Tomas Nido","Mets","16","67","64","14","3","0","1","6","7","3","15","0","0","0",".226",".262",".346",".608",".258","-0.1","0.0","0.1","13755"
"Richard Urena","Blue Jays","4","18","16","4","1","0","0","2","2","1","4","0","0","0",".231",".265",".340",".605",".258","0.0","0.0","0.0","16411"
"Anthony Bemboom","Angels","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".210",".280",".308",".589",".257","0.0","0.0","0.0","13854"
"Ian Miller","Mariners","4","15","14","3","1","0","0","1","1","1","3","0","1","0",".228",".279",".309",".589",".257","0.0","0.0","0.0","sa738894"
"Juan Graterol","Reds","5","22","21","5","1","0","0","2","2","1","3","0","0","0",".247",".277",".316",".593",".257","0.0","0.0","0.0","5398"
"Jhonatan Solano","","8","32","30","6","1","0","1","3","3","2","5","0","0","0",".220",".267",".323",".591",".255","0.0","0.0","0.0","7515"
"Humberto Arteaga","Royals","7","31","29","7","1","0","0","3","2","1","5","0","0","0",".242",".272",".312",".584",".253","0.4","0.0","0.0","13595"
"Luke Maile","Blue Jays","12","50","46","9","2","0","1","5","5","4","13","0","0","0",".201",".263",".314",".577",".251","0.3","0.0","0.1","13355"
"Blake Trahan","Reds","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".220",".276",".295",".572",".251","0.0","0.0","0.0","17588"
"Steven Baron","Pirates","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".213",".273",".294",".567",".250","0.0","0.0","0.0","9787"
"Deven Marrero","Marlins","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".207",".259",".310",".569",".247","0.0","0.0","0.0","13325"
"Eric Stamets","Indians","1","5","5","1","0","0","0","1","0","0","2","0","0","0",".193",".256",".309",".565",".246","0.0","0.0","0.0","13795"
"Rocky Gale","Dodgers","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".222",".261",".302",".563",".243","0.0","0.0","0.0","10533"
"Terrance Gore","Yankees","1","5","5","1","0","0","0","1","0","0","1","0","1","0",".209",".275",".260",".536",".241","0.0","0.1","0.0","13658"
"Bobby Wilson","Tigers","13","56","51","10","2","0","1","5","5","4","14","0","0","0",".193",".249",".298",".547",".237","0.0","-0.1","-0.1","6564"
"Yadiel Rivera","Marlins","9","38","34","7","1","0","0","3","3","2","11","0","1","0",".201",".255",".285",".540",".236","0.2","0.0","-0.1","11863"
"Wilkin Castillo","Marlins","2","7","7","1","0","0","0","1","1","0","1","0","0","0",".206",".246",".301",".547",".235","0.0","0.0","0.0","5124"
"Jeff Mathis","Rangers","27","114","104","20","4","0","2","9","9","8","36","1","0","0",".192",".254",".280",".534",".234","0.2","-0.2","-0.1","3448"
"Arquimedes Gamboa","Phillies","1","3","2","0","0","0","0","0","0","0","1","0","0","0",".186",".260",".257",".517",".232","0.0","0.0","0.0","sa877497"
"Magneuris Sierra","Marlins","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000","0.0","0.0","0.0","17023"
